accession,cluster,split
Q9C0D5,Q9HCD6,train
Q9C0D6,Q9C0D6,train
Q9C0D7,Q9C0D7,val
Q9C0D9,Q9C0D9,train
Q9C0E2,Q9C0E2,test
Q9C0E4,Q9Y3R0,train
Q9C0E8,Q9C0E8,train
Q9C0F0,Q9C0F0,train
Q9C0F1,Q9C0F1,train
Q9C0F3,O43345,val
Q9C0G0,Q9C0G0,val
Q9C0G6,Q8TE73,train
Q9C0H2,Q9BSA4,train
Q9C0H5,Q9C0H5,val
Q9C0H6,Q96PQ7,train
Q9C0H9,Q5T5P2,train
Q9C0I1,Q9NXD2,test
Q9C0I3,Q9C0I3,val
Q9C0I4,Q9UPZ6,train
Q9C0I9,Q9C0I9,val
Q9C0J1,Q6UX72,train
Q9C0J8,Q9C0J8,train
Q9C0J9,Q9C0J9,train
Q9C0K0,Q9C0K0,test
Q9C0K1,Q9ULF5,train
Q9C0K3,A5A3E0,train
Q9C0K7,Q7RTN6,train
Q9GIP4,Q9UHI5,train
Q9GZK3,O43869,train
Q9GZK4,O43869,train
Q9GZK7,O43869,train
Q9GZL7,Q9GZL7,train
Q9GZM3,P0DPB6,train
Q9GZM5,Q9GZM5,train
Q9GZM6,O43869,train
Q9GZM7,Q9UJW2,train
Q9GZM8,Q9GZM8,train
Q9GZN0,Q9GZN0,train
Q9GZN1,Q9GZN1,val
Q9GZN2,Q15583,train
Q9GZN4,Q5K4E3,train
Q9GZN6,Q9GZN6,train
Q9GZN7,Q9GZN7,train
Q9GZN8,Q9GZN8,train
Q9GZP0,Q9GZP0,train
Q9GZP1,Q9GZP1,train
Q9GZP4,Q9GZP4,val
Q9GZP7,Q8NFZ6,val
Q9GZP8,Q9GZP8,val
Q9GZP9,Q9BUN8,val
Q9GZQ3,Q9GZQ3,train
Q9GZQ4,Q9HB89,test
Q9GZQ6,Q9Y5X5,test
Q9GZQ8,Q9BXW4,train
Q9GZR1,Q9GZR1,test
Q9GZR2,Q9GZR2,train
Q9GZR5,Q9GZR5,val
Q9GZR7,Q9GZR7,test
Q9GZS0,Q9GZS0,train
Q9GZS1,Q9GZS1,train
Q9GZS3,Q2TAY7,train
Q9GZS9,Q9Y4C5,val
Q9GZT3,Q9Y4C8,train
Q9GZT4,Q9GZT4,test
Q9GZT5,Q9GZT5,train
Q9GZT6,Q96AQ8,test
Q9GZT8,Q9GZT8,test
Q9GZT9,Q9GZT9,train
Q9GZU0,Q9GZU0,train
Q9GZU1,Q9GZU1,train
Q9GZU2,Q9GZU2,train
Q9GZU3,Q9GZU3,train
Q9GZU5,Q6UXK2,train
Q9GZU7,Q05D32,train
Q9GZU8,Q9GZU8,test
Q9GZV1,Q9GZV1,train
Q9GZV3,Q9GZV3,train
Q9GZV4,P63241,train
Q9GZV5,P46937,val
Q9GZV7,P16112,train
Q9GZV8,Q9NQX0,test
Q9GZV9,Q9GZV9,val
Q9GZW5,Q9GZW5,val
Q9GZW8,Q9H2W1,test
Q9GZX3,Q9Y4C5,val
Q9GZX5,P57071,train
Q9GZX6,Q9GZX6,train
Q9GZX7,Q96AK3,train
Q9GZX9,Q9GZX9,val
Q9GZY0,Q9GZY0,train
Q9GZY1,Q9GZY1,val
Q9GZY6,Q9GZY6,test
Q9GZY8,Q9GZY8,val
Q9GZZ0,P31260,test
Q9GZZ1,Q9GZZ1,train
Q9GZZ6,P43681,train
Q9GZZ7,P56159,train
Q9GZZ8,Q9GZZ8,train
Q9GZZ9,Q9GZZ9,train
Q9H000,Q13064,test
Q9H008,Q9H0R4,train
Q9H009,E9PAV3,train
Q9H013,Q9H013,train
Q9H015,Q86VW1,val
Q9H019,Q9H019,test
Q9H040,Q9H040,train
Q9H061,Q8IUX1,train
Q9H063,Q9H063,val
Q9H069,Q9H069,train
Q9H074,Q9H074,train
Q9H078,Q9H078,val
Q9H079,Q9H079,val
Q9H081,Q9H081,test
Q9H082,Q9BSW2,train
Q9H089,Q9H089,val
Q9H091,Q9H091,train
Q9H093,Q15746,train
Q9H094,P0DPF2,train
Q9H095,Q9H095,train
Q9H098,O95990,test
Q9H0A0,Q9H0A0,train
Q9H0A3,Q9H0A3,train
Q9H0A6,Q9H0A6,val
Q9H0A8,Q9H0A8,train
Q9H0A9,Q76KD6,train
Q9H0B3,Q9H0B3,train
Q9H0B6,Q9H0B6,train
Q9H0B8,Q9H336,train
Q9H0C1,Q9H0C1,train
Q9H0C2,Q86VD7,train
Q9H0C3,Q9H0C3,val
Q9H0C5,Q96KE9,val
Q9H0C8,Q8WY54,train
Q9H0D2,Q9H0D2,train
Q9H0D6,Q8IZH2,train
Q9H0E2,Q9H0E2,train
Q9H0E3,Q9H0E3,train
Q9H0E7,Q9H0E7,train
Q9H0E9,Q9H0E9,train
Q9H0F5,Q9H0F5,test
Q9H0F6,Q9BYM8,train
Q9H0F7,P36406,val
Q9H0G5,Q9H0G5,train
Q9H0H0,Q9H0H0,val
Q9H0H3,Q96CT2,train
Q9H0H5,Q9H0H5,train
Q9H0H9,Q9H0H9,train
Q9H0I2,Q9H0I2,train
Q9H0I3,Q9H0I3,train
Q9H0I9,Q9H0I9,train
Q9H0J4,Q9H0J4,test
Q9H0J9,Q9H0J9,train
Q9H0K1,Q9Y2K2,train
Q9H0K4,Q9H0K4,test
Q9H0K6,Q9H0K6,train
Q9H0L4,Q9H0L4,train
Q9H0M0,Q76N89,train
Q9H0M4,Q9H0M4,train
Q9H0M5,O43345,val
Q9H0N0,Q7Z6P3,train
Q9H0N5,Q9H0N5,train
Q9H0P0,Q9H0P0,train
Q9H0P7,Q9H0P7,train
Q9H0Q0,Q9NUQ9,train
Q9H0Q3,Q9H0Q3,train
Q9H0R1,Q9H0R1,train
Q9H0R3,Q9H0R3,train
Q9H0R4,Q9H0R4,train
Q9H0R5,Q96PP9,val
Q9H0R6,Q9H0R6,train
Q9H0R8,Q9BXW4,train
Q9H0S4,Q13206,val
Q9H0T7,Q8IZ41,train
Q9H0U3,Q13454,train
Q9H0U4,Q8IZ41,train
Q9H0U6,Q9H0U6,train
Q9H0U9,Q9H2G4,train
Q9H0V1,Q9H0V1,val
Q9H0V9,Q12907,test
Q9H0W5,Q9H0W5,train
Q9H0W7,Q9H0W7,train
Q9H0W8,Q9H0W8,val
Q9H0W9,Q9H0W9,val
Q9H0X4,Q9H0X4,train
Q9H0X6,Q9H0X6,test
Q9H0X9,Q9BZF1,train
Q9H0Z9,Q9H0Z9,train
Q9H106,P78324,val
Q9H112,Q9H112,train
Q9H114,Q9H114,train
Q9H115,Q9H115,train
Q9H116,Q9H116,train
Q9H147,Q9H147,train
Q9H156,O94933,train
Q9H158,Q9NPG4,test
Q9H159,Q6V0I7,test
Q9H160,Q9UK53,train
Q9H161,Q96QS3,val
Q9H165,Q9C0K0,test
Q9H169,Q9H169,train
Q9H171,Q9H171,train
Q9H172,P45844,train
Q9H173,Q9H173,train
Q9H175,Q96S65,train
Q9H190,O00560,train
Q9H195,Q9H195,train
Q9H1A3,Q9H1A3,test
Q9H1A4,Q9H1A4,train
Q9H1A7,P0DPB6,train
Q9H1B4,Q9GZY0,train
Q9H1B5,Q86Y38,train
Q9H1B7,Q9H1B7,train
Q9H1C0,Q9H1C0,train
Q9H1C3,Q68CQ7,test
Q9H1C4,Q9H1C4,train
Q9H1C7,Q9H1C7,train
Q9H1D0,Q9HBA0,train
Q9H1D9,Q9H1D9,train
Q9H1E1,P07998,val
Q9H1E3,Q9H1E3,test
Q9H1E5,Q9H1E5,train
Q9H1F0,Q8NEX5,val
Q9H1H9,Q9NQT8,train
Q9H1I8,Q9H1I8,val
Q9H1J1,Q9BZI7,test
Q9H1J5,Q9GZT5,train
Q9H1J7,Q9GZT5,train
Q9H1K0,Q9H1K0,train
Q9H1K1,Q9H1K1,val
Q9H1K4,O75746,train
Q9H1K6,Q9H1K6,train
Q9H1L0,Q9H1L0,train
Q9H1M0,P37198,train
Q9H1N7,Q9H1N7,train
Q9H1P3,Q9BZF3,val
Q9H1P6,Q9H1P6,train
Q9H1Q7,Q9H1Q7,train
Q9H1R2,Q9H1R2,test
Q9H1R3,Q32MK0,train
Q9H1U4,Q9H1U4,train
Q9H1U9,Q5H9E4,test
Q9H1V8,Q9Y345,train
Q9H1X1,Q9H1X1,train
Q9H1X3,Q9H1X3,train
Q9H1Y0,Q9H1Y0,test
Q9H1Y3,Q9UHM6,train
Q9H1Z4,Q9H1Z4,val
Q9H1Z8,Q9H1Z8,train
Q9H1Z9,Q9H1Z9,test
Q9H201,O95208,train
Q9H204,Q9H204,train
Q9H205,O43869,train
Q9H207,O43869,train
Q9H208,O43869,train
Q9H209,O43869,train
Q9H210,O43869,train
Q9H211,Q9H211,train
Q9H213,Q9UJ55,val
Q9H221,Q9H221,test
Q9H222,Q9H221,test
Q9H223,Q9NZN4,train
Q9H227,P09848,train
Q9H228,Q92633,test
Q9H237,Q9H237,train
Q9H239,P51511,train
Q9H244,O14626,train
Q9H246,Q9H246,train
Q9H251,Q6V0I7,test
Q9H252,Q9NS40,train
Q9H254,Q9H254,train
Q9H255,O43869,train
Q9H257,Q9BXL7,train
Q9H267,Q9H267,train
Q9H269,Q9H269,test
Q9H270,Q9H270,val
Q9H293,Q8TAD2,train
Q9H295,Q9H295,val
Q9H299,P55822,val
Q9H2A2,Q3SY69,train
Q9H2A3,Q15784,train
Q9H2A7,Q9H2A7,train
Q9H2A9,Q7L1S5,train
Q9H2B2,Q9Y2J0,train
Q9H2B4,O43511,test
Q9H2C0,Q9H2C0,train
Q9H2C1,P48742,train
Q9H2C2,Q9H2C2,train
Q9H2C5,O43869,train
Q9H2C8,O43869,train
Q9H2D1,Q9H2D1,test
Q9H2D6,Q9H2D6,train
Q9H2E6,Q8NFY4,train
Q9H2F3,A6NKP2,train
Q9H2F5,Q9H2F5,train
Q9H2F9,Q9H2F9,train
Q9H2G2,Q9H2G2,train
Q9H2G4,Q9H2G4,train
Q9H2G9,Q9H2G9,train
Q9H2H0,Q7LFL8,train
Q9H2H8,Q96BP3,test
Q9H2H9,Q969I6,train
Q9H2I8,Q6ZRR7,val
Q9H2J1,Q9H2J1,train
Q9H2J4,O14530,train
Q9H2J7,Q9Y345,train
Q9H2K0,Q9H2K0,train
Q9H2K2,Q9ULJ7,val
Q9H2K8,Q9UL54,train
Q9H2L4,Q9H2L4,test
Q9H2L5,Q6ZTQ3,train
Q9H2M3,Q93088,test
Q9H2M9,Q9H2M9,val
Q9H2P0,Q9H2P0,train
Q9H2P9,Q9H2P9,train
Q9H2R5,P08519,train
Q9H2S1,Q9UGI6,train
Q9H2S5,Q8WV44,train
Q9H2S6,O75829,val
Q9H2S9,Q9H2S9,train
Q9H2T7,Q9H2T7,train
Q9H2U1,Q9H6S0,train
Q9H2U2,Q9H2U2,test
Q9H2U6,Q9H2U6,train
Q9H2U9,Q9H013,train
Q9H2V7,Q8IVW8,train
Q9H2W1,Q9H2W1,test
Q9H2W2,Q96QS3,val
Q9H2W6,Q9H2W6,train
Q9H2X0,Q9H2X0,train
Q9H2X3,Q9NNX6,test
Q9H2X6,Q9H422,test
Q9H2X9,Q9UHW9,train
Q9H2Y7,Q9H2Y7,train
Q9H2Y9,Q9H2Y9,train
Q9H2Z4,P43699,train
Q9H300,Q9H300,train
Q9H305,Q9H305,train
Q9H306,P51511,train
Q9H307,Q9H307,test
Q9H310,Q9UBD6,train
Q9H313,Q9BSA4,train
Q9H320,Q9H321,train
Q9H321,Q9H321,train
Q9H322,Q9H321,train
Q9H324,Q9UKP4,train
Q9H329,Q9H329,train
Q9H330,Q9H330,train
Q9H334,O15409,train
Q9H336,Q9H336,train
Q9H339,O43869,train
Q9H340,O43869,train
Q9H341,O43869,train
Q9H342,O43869,train
Q9H344,O43869,train
Q9H346,O43869,train
Q9H347,Q9H347,train
Q9H354,Q9H354,val
Q9H361,Q13310,test
Q9H379,Q9H379,train
Q9H3C7,Q9H3C7,train
Q9H3D4,Q9H3D4,train
Q9H3E2,Q9H3E2,val
Q9H3F6,Q8WZ19,val
Q9H3G5,Q9H3G5,train
Q9H3H1,Q9H3H1,train
Q9H3H3,Q9H3H3,val
Q9H3H5,Q9H3H5,train
Q9H3H9,Q9H3H9,train
Q9H3J6,Q9H3J6,test
Q9H3K2,Q9H3K2,train
Q9H3K6,Q9Y3E2,val
Q9H3L0,Q9H3L0,val
Q9H3M0,Q92953,test
Q9H3M7,Q8NCT1,val
Q9H3M9,P54252,test
Q9H3N1,Q9H1E5,train
Q9H3N8,Q9Y5N1,train
Q9H3P2,Q9H3P2,val
Q9H3P7,Q9H3P7,val
Q9H3Q1,Q00587,test
Q9H3Q3,Q96RP7,train
Q9H3R0,O94953,train
Q9H3R1,P52849,val
Q9H3R2,Q9H3R2,train
Q9H3R5,Q9H3R5,train
Q9H3S1,Q9P283,test
Q9H3S3,Q7RTY8,val
Q9H3S4,Q9H3S4,val
Q9H3S5,Q9H3S5,train
Q9H3S7,Q9H3S7,train
Q9H3T2,Q8NFY4,train
Q9H3T3,Q8NFY4,train
Q9H3U1,Q9H3U1,train
Q9H3U5,Q9H3U5,train
Q9H3U7,Q9H3U7,train
Q9H3W5,Q6UXK5,train
Q9H3Y0,Q9H336,train
Q9H3Y6,P42684,train
Q9H3Y8,Q8WWR9,train
Q9H3Z4,Q9UF47,train
Q9H3Z7,O95870,train
Q9H400,Q9H400,val
Q9H410,Q9H410,val
Q9H422,Q9H422,test
Q9H425,Q9H425,train
Q9H426,Q86UR5,val
Q9H427,P57789,test
Q9H444,Q96CF2,train
Q9H446,Q9H446,train
Q9H461,O60353,train
Q9H467,Q9H467,train
Q9H469,Q9UJT9,train
Q9H477,Q9H477,train
Q9H478,Q9H478,train
Q9H479,Q9H479,train
Q9H488,Q9H488,train
Q9H489,Q9H2G4,train
Q9H490,Q9H490,val
Q9H492,Q9BXW4,train
Q9H496,Q9H496,train
Q9H497,Q9H497,train
Q9H4A3,Q9H4A3,train
Q9H4A4,Q9HAU8,train
Q9H4A5,Q9H4A6,train
Q9H4A6,Q9H4A6,train
Q9H4A9,Q9H4B8,train
Q9H4B0,Q9H4B0,test
Q9H4B4,Q9NYY3,train
Q9H4B6,Q9H4B6,test
Q9H4B7,Q9UJT0,train
Q9H4B8,Q9H4B8,train
Q9H4D0,O94985,train
Q9H4D5,Q9GZY0,train
Q9H4E5,Q9BYZ6,test
Q9H4E7,Q9H4E7,test
Q9H4F1,Q16842,train
Q9H4F8,Q9H3U7,train
Q9H4G0,Q9Y2J2,val
Q9H4G1,Q5W186,val
Q9H4G4,Q9H4G4,train
Q9H4G8,Q9H4G8,val
Q9H4H8,Q9H4H8,train
Q9H4I0,O60216,train
Q9H4I2,Q9H4I2,val
Q9H4I3,Q9H4I3,train
Q9H4I8,Q9H4I8,train
Q9H4K1,Q9H4K1,train
Q9H4K7,Q9H4K7,train
Q9H4L4,Q9H4L4,train
Q9H4L5,Q9BZF3,val
Q9H4L7,Q12873,val
Q9H4M3,Q9UK22,train
Q9H4M7,Q9H4M7,train
Q9H4M9,Q9NZN4,train
Q9H4P4,Q9UPQ7,val
Q9H4Q3,Q9H4Q3,test
Q9H4Q4,Q9NQX0,test
Q9H4R4,Q9Y618,train
Q9H4S2,P31260,test
Q9H4T2,P0DP91,train
Q9H4W6,Q9BQW3,train
Q9H4X1,Q9H4X1,train
Q9H4Y5,Q9H4Y5,train
Q9H4Z2,Q9H4Z2,train
Q9H4Z3,Q9H4Z3,train
Q9H501,Q9H501,train
Q9H503,O75531,test
Q9H511,Q9H511,train
Q9H521,Q5VT25,test
Q9H553,Q9H553,train
Q9H560,A5A3E0,train
Q9H568,A5A3E0,train
Q9H579,Q9H579,train
Q9H582,Q9H582,test
Q9H583,Q9H583,test
Q9H596,Q9BY84,train
Q9H598,Q9H598,test
Q9H5F2,Q9H5F2,test
Q9H5H4,O43345,val
Q9H5I1,Q9H9B1,val
Q9H5I5,Q9H5I5,test
Q9H5J0,Q9H5J0,val
Q9H5J4,Q9HB03,val
Q9H5J8,Q9H5J8,train
Q9H5K3,Q9H5K3,train
Q9H5L6,Q9H5L6,train
Q9H5N1,Q9H5N1,train
Q9H5P4,Q9H5P4,train
Q9H5Q4,Q9H5Q4,train
Q9H5U6,Q9H5U6,train
Q9H5V7,Q9H5V7,val
Q9H5V8,Q9H5V8,val
Q9H5V9,Q9H5V9,train
Q9H5X1,Q9Y3D0,train
Q9H5Y7,O94933,train
Q9H5Z1,Q14147,test
Q9H5Z6,Q86V42,train
Q9H606,Q9H606,train
Q9H607,Q9H607,train
Q9H609,O15015,test
Q9H611,Q9H611,train
Q9H628,Q9NYN1,train
Q9H633,Q9H633,val
Q9H649,Q96CB9,val
Q9H665,Q9H665,train
Q9H668,Q9H668,train
Q9H672,Q12955,val
Q9H693,Q9H693,train
Q9H694,Q9H694,train
Q9H6A0,P78524,val
Q9H6A9,Q96RV3,val
Q9H6B1,Q569K4,train
Q9H6B4,Q5DX21,train
Q9H6B9,P34913,train
Q9H6D3,Q9H6D3,val
Q9H6D7,Q9H6D7,test
Q9H6D8,Q8NAU1,train
Q9H6E4,Q9H6E4,train
Q9H6E5,Q9H6E5,val
Q9H6F2,Q9H6F2,train
Q9H6F5,Q9H6F5,train
Q9H6H4,Q9H6H4,test
Q9H6I2,P48436,train
Q9H6J7,Q9H6J7,train
Q9H6K1,Q9H6K1,val
Q9H6K4,Q9H6K4,train
Q9H6K5,Q9H6K5,train
Q9H6L2,Q9H6L2,train
Q9H6L4,Q9H6L4,train
Q9H6L5,Q9H6L5,test
Q9H6N6,Q9H6N6,train
Q9H6P5,Q9H6P5,train
Q9H6Q3,Q13239,val
Q9H6Q4,Q9H6Q4,val
Q9H6R0,Q92620,val
Q9H6R3,Q9NR19,train
Q9H6R4,Q9H6R4,train
Q9H6R6,Q9H6R6,val
Q9H6R7,Q9H6R7,train
Q9H6S0,Q9H6S0,train
Q9H6S1,Q9H6S1,train
Q9H6S3,Q8TE68,train
Q9H6T0,Q9H6T0,train
Q9H6T3,Q9H6T3,train
Q9H6U6,Q9H6U6,train
Q9H6U8,Q9H6U8,train
Q9H6V9,Q9H6V9,train
Q9H6W3,Q9H6W3,train
Q9H6X2,A6NF34,train
Q9H6X4,Q9H6X4,train
Q9H6X5,Q9H6X5,train
Q9H6Y2,Q9H6Y2,train
Q9H6Y5,Q9H6Y5,train
Q9H6Y7,Q8WWF5,train
Q9H6Z4,Q9H6Z4,train
Q9H6Z9,Q9GZT9,train
Q9H706,Q9H706,test
Q9H707,P57071,train
Q9H714,Q92622,train
Q9H720,Q9H720,train
Q9H741,Q9H741,val
Q9H756,Q9H756,val
Q9H765,Q8WXK3,train
Q9H772,O60565,train
Q9H773,Q9H773,val
Q9H777,Q9H777,train
Q9H788,Q9H788,train
Q9H790,Q9H790,train
Q9H792,Q9H792,train
Q9H799,Q9H799,train
Q9H7B2,Q9H7B2,val
Q9H7B4,Q8NB12,train
Q9H7B7,Q9H7B7,train
Q9H7C4,Q9H7C4,train
Q9H7C9,Q9H7C9,test
Q9H7D0,Q8IZD9,val
Q9H7D7,Q9H7D7,train
Q9H7E2,Q9H7E2,train
Q9H7E9,Q9H7E9,test
Q9H7F0,Q9H7F0,train
Q9H7F4,Q8NFB2,test
Q9H7H0,Q9H7H0,train
Q9H7J1,B7ZBB8,train
Q9H7L2,Q8N6C5,train
Q9H7L9,Q9H7L9,test
Q9H7M6,Q9HCJ5,train
Q9H7M9,Q9H7M9,train
Q9H7N4,Q9H7N4,val
Q9H7P6,Q9H7P6,val
Q9H7P9,Q9H7P9,train
Q9H7R0,O43345,val
Q9H7R5,O43345,val
Q9H7S9,Q96F45,val
Q9H7T0,Q9H7T0,train
Q9H7T3,Q9H7T3,train
Q9H7T9,Q9H7T9,train
Q9H7U1,Q9H7U1,test
Q9H7V2,Q9H7V2,train
Q9H7X0,Q9H7X0,train
Q9H7X2,Q9H7X2,test
Q9H7X3,O43345,val
Q9H7X7,Q9H7X7,test
Q9H7Y0,Q9H7Y0,train
Q9H7Z3,Q9H7Z3,train
Q9H7Z6,Q8WYB5,train
Q9H7Z7,Q9H7Z7,train
Q9H808,Q04727,train
Q9H813,Q9H813,test
Q9H814,Q9H814,train
Q9H816,Q6PJP8,train
Q9H819,Q8TBM8,test
Q9H825,Q6P1Q9,test
Q9H832,Q9NR09,train
Q9H840,Q9H840,train
Q9H841,Q6P499,train
Q9H845,P49748,train
Q9H853,P68363,train
Q9H857,Q86UY8,val
Q9H867,Q9H867,test
Q9H869,Q3T8J9,train
Q9H871,Q96G75,train
Q9H875,Q9H875,train
Q9H892,Q9H892,test
Q9H898,Q5H9K5,train
Q9H8E8,Q9H8E8,train
Q9H8G1,O43345,val
Q9H8G2,Q9H8G2,val
Q9H8H0,Q9H8H0,val
Q9H8H2,Q13206,val
Q9H8H3,Q6UX53,test
Q9H8J5,Q9H8J5,train
Q9H8K7,Q9H8K7,val
Q9H8L6,Q9H8L6,train
Q9H8M1,Q96MF6,val
Q9H8M2,Q9NPI1,val
Q9H8M5,Q9NRU3,train
Q9H8M7,Q9H8M7,train
Q9H8M9,P58658,train
Q9H8N7,Q9H8N7,train
Q9H8P0,Q9H8P0,train
Q9H8S5,P41002,val
Q9H8S9,Q70IA6,train
Q9H8T0,Q9H8T0,train
Q9H8U3,Q9H8U3,train
Q9H8V3,Q9H8V3,train
Q9H8V8,Q9H8V8,train
Q9H8W2,Q9H8W2,train
Q9H8W3,Q9H8W3,train
Q9H8W4,Q96S99,train
Q9H8W5,Q9H8W5,val
Q9H8X2,Q9H8X2,test
Q9H8X9,Q8WTX9,test
Q9H8Y1,Q9H8Y1,train
Q9H8Y5,Q9H8Y5,train
Q9H8Y8,Q9H8Y8,train
Q9H900,Q9H900,train
Q9H902,Q9H6H4,test
Q9H903,P13995,train
Q9H910,Q9H910,train
Q9H920,Q8N4F7,val
Q9H930,P23497,train
Q9H936,O75746,train
Q9H939,O43586,train
Q9H944,Q9H944,train
Q9H963,O43345,val
Q9H967,Q9H967,test
Q9H972,Q9H972,train
Q9H974,Q9H974,train
Q9H977,Q9H977,train
Q9H981,Q9H981,train
Q9H987,Q9UMS6,test
Q9H992,Q9H992,train
Q9H993,Q9H993,train
Q9H999,Q9NVE7,test
Q9H9A5,Q9H9A5,train
Q9H9A6,Q9H9A6,train
Q9H9A7,Q9H9A7,train
Q9H9B1,Q9H9B1,val
Q9H9B4,Q8TD22,train
Q9H9C1,Q9H9C1,test
Q9H9D4,Q9H9D4,train
Q9H9E1,Q9H9E1,train
Q9H9E3,Q9H9E3,train
Q9H9F9,Q9H9F9,train
Q9H9G7,Q9HCK5,train
Q9H9H4,A5D8V6,train
Q9H9H5,Q96JE9,train
Q9H9J2,Q9H9J2,val
Q9H9J4,Q9H9J4,test
Q9H9K5,Q9H9K5,train
Q9H9L3,Q9GZR2,train
Q9H9L4,Q9H9L4,train
Q9H9L7,Q53H80,train
Q9H9P2,Q6UX15,train
Q9H9P5,Q9C0B0,test
Q9H9P8,Q9H9P8,train
Q9H9Q2,Q9UBW8,train
Q9H9Q4,Q9H9Q4,train
Q9H9R9,Q9H9R9,train
Q9H9S0,Q6NSW7,train
Q9H9S3,P61619,test
Q9H9S4,Q9Y376,test
Q9H9S5,Q9H9S5,test
Q9H9T3,Q9H9T3,train
Q9H9V4,Q96MT1,test
Q9H9V9,Q9H9V9,train
Q9H9Y2,Q9H9Y2,val
Q9H9Y4,Q9H9Y4,train
Q9H9Y6,Q9H9Y6,test
Q9H9Z2,Q6ZN17,train
Q9HA38,Q9HA38,train
Q9HA47,Q9NWZ5,train
Q9HA64,Q9H479,train
Q9HA65,Q8TC07,train
Q9HA72,Q8IU99,val
Q9HA77,P49589,train
Q9HA82,Q9HA82,train
Q9HA90,Q9HA90,train
Q9HA92,Q9HA92,train
Q9HAB3,Q9NQ40,train
Q9HAB8,Q9HAB8,train
Q9HAC7,Q9HAC7,test
Q9HAC8,Q8WUN7,test
Q9HAD4,Q9HAD4,train
Q9HAE3,Q9NRD9,test
Q9HAF1,Q9HAF1,train
Q9HAH1,O43345,val
Q9HAH7,Q8WXX7,train
Q9HAI6,Q9HAI6,val
Q9HAJ7,O75446,val
Q9HAK2,Q9BQW3,train
Q9HAN9,Q9BZQ4,val
Q9HAP2,Q9HAP2,test
Q9HAP6,Q9HD26,test
Q9HAQ2,Q9NS87,test
Q9HAR2,O94910,val
Q9HAS0,Q9HAS0,train
Q9HAS3,Q9HAS3,train
Q9HAT0,Q96C74,train
Q9HAT1,Q9HAT1,train
Q9HAT2,Q9HAT2,train
Q9HAT8,Q8N2H9,train
Q9HAU0,Q6IQ23,val
Q9HAU4,Q76N89,train
Q9HAU5,Q9HAU5,train
Q9HAU6,P13693,train
Q9HAU8,Q9HAU8,train
Q9HAV0,Q15542,train
Q9HAV4,Q9HAV4,train
Q9HAV5,Q9NS68,val
Q9HAV7,Q8TAA5,train
Q9HAW0,Q9HAW0,train
Q9HAW4,Q9HAW4,train
Q9HAW7,Q16880,train
Q9HAW8,Q16880,train
Q9HAW9,Q16880,train
Q9HAY2,Q9UJ55,val
Q9HAY6,Q9BYV7,train
Q9HAZ1,Q13523,train
Q9HAZ2,Q9HAZ2,train
Q9HB03,Q9HB03,val
Q9HB07,Q9HB07,train
Q9HB09,Q9HB09,train
Q9HB14,O95279,val
Q9HB15,O95279,val
Q9HB19,Q9HB19,train
Q9HB20,Q96JA3,test
Q9HB21,Q9HB19,train
Q9HB29,Q9HB29,train
Q9HB31,Q9HB31,train
Q9HB40,Q9HB40,train
Q9HB55,P24557,train
Q9HB58,Q9HB58,test
Q9HB63,O75445,val
Q9HB65,Q9HB65,train
Q9HB71,Q9HB71,val
Q9HB75,Q9HB75,train
Q9HB89,Q9HB89,test
Q9HB90,Q9NQL2,train
Q9HB96,Q9HB96,train
Q9HBA0,Q9HBA0,train
Q9HBA9,Q04609,val
Q9HBB8,Q9HBB8,train
Q9HBD1,Q9HBD1,train
Q9HBE1,Q9HBE1,train
Q9HBE4,Q9HBE4,val
Q9HBE5,Q9HBE5,train
Q9HBF4,Q9HBF4,train
Q9HBF5,Q9HBF5,test
Q9HBG4,Q9Y487,train
Q9HBG6,Q9HBG6,train
Q9HBG7,Q9HBG7,test
Q9HBH0,Q9BYZ6,test
Q9HBH1,Q9HBH1,test
Q9HBH5,Q9NZC7,train
Q9HBH7,Q9BXY8,train
Q9HBH9,Q9C098,train
Q9HBI0,Q9NVD7,train
Q9HBI1,Q9NVD7,train
Q9HBI5,Q9HBI5,val
Q9HBI6,Q6NT55,train
Q9HBJ7,Q86T82,train
Q9HBJ8,Q9HBJ8,test
Q9HBK9,Q9HBK9,train
Q9HBL0,Q9HBL0,train
Q9HBL6,Q6UXK2,train
Q9HBL7,Q9HBL7,train
Q9HBL8,Q9HBL8,test
Q9HBM0,Q9HBM0,val
Q9HBM1,Q9HBM1,train
Q9HBM6,Q16594,train
Q9HBR0,Q9HBR0,train
Q9HBT6,Q6V0I7,test
Q9HBT7,O43345,val
Q9HBT8,O43345,val
Q9HBU1,Q14774,val
Q9HBU6,P35790,test
Q9HBU9,Q9HBU9,train
Q9HBV1,Q9HBU9,train
Q9HBV2,Q9HBV2,train
Q9HBW0,Q92633,test
Q9HBW1,Q9NT99,test
Q9HBW9,O94910,val
Q9HBX8,Q9HBX8,test
Q9HBX9,Q9HBX9,test
Q9HBY0,Q9NPH5,train
Q9HBY8,Q16513,train
Q9HBZ2,P27540,test
Q9HC07,Q9HC07,train
Q9HC10,O75923,train
Q9HC16,Q96AK3,train
Q9HC21,Q9HC21,train
Q9HC23,Q9HC23,train
Q9HC24,Q7Z429,train
Q9HC29,Q9Y239,train
Q9HC35,Q05BV3,train
Q9HC36,Q9HC36,train
Q9HC38,Q9HC38,train
